Ensembl.ID,Gene,"Mean(zygote, 4 cell)","Mean(8 cell, morula, ICM, Epi, PrEnd)",LogFC#1,"Mean(zygote, 4 cell, 8 cell)","Mean(morula, ICM, Epi, PrEnd)",LogFC#2
ENSG00000188033,ZNF490,1.59,0.61,-1.39,1.18,0.67,-0.82
ENSG00000188037,CLCN1,0.02,0.02,0.55,0.03,0.02,-0.83
ENSG00000188038,NRN1L,0.00,0.00,NA,0.00,0.00,NA
ENSG00000188039,NWD1,0.03,0.00,-2.91,0.02,0.00,-3.22
ENSG00000188042,ARL4C,49.25,3.59,-3.78,34.54,3.20,-3.43
ENSG00000188050,RNF133,0.02,0.02,0.00,0.02,0.02,0.43
ENSG00000188051,TMEM221,0.42,0.08,-2.43,0.28,0.10,-1.52
ENSG00000188056,TREML4,0.00,0.00,Inf,0.00,0.01,Inf
ENSG00000188060,RAB42,0.41,4.58,3.48,0.71,5.40,2.93
ENSG00000188064,WNT7B,0.02,0.26,4.10,0.01,0.32,5.01
ENSG00000188070,C11orf95,0.17,1.74,3.40,0.30,2.03,2.74
ENSG00000188076,SCGB1C1,0.00,0.00,NA,0.00,0.00,NA
ENSG00000188086,PRSS45,0.00,0.04,Inf,0.00,0.05,Inf
ENSG00000188089,PLA2G4E,0.19,0.00,-5.57,0.13,0.01,-4.66
ENSG00000188092,GPR89B,0.20,0.75,1.94,0.23,0.86,1.93
ENSG00000188095,MESP2,0.28,0.27,-0.05,0.23,0.30,0.40
ENSG00000188100,FAM25A,0.00,0.00,NA,0.00,0.00,NA
ENSG00000188107,EYS,0.04,0.06,0.68,0.06,0.04,-0.66
ENSG00000188112,C6orf132,0.06,8.54,7.15,0.07,10.65,7.18
ENSG00000188120,DAZ1,0.00,0.00,NA,0.00,0.00,NA
ENSG00000188124,OR2AG2,3.15,0.15,-4.41,2.24,0.08,-4.86
ENSG00000188130,MAPK12,2.57,0.36,-2.84,1.84,0.35,-2.38
ENSG00000188133,TMEM215,0.00,0.01,Inf,0.00,0.01,Inf
ENSG00000188152,NUTM2G,0.00,0.07,Inf,0.09,0.03,-1.85
ENSG00000188153,COL4A5,0.00,0.10,Inf,0.01,0.12,4.11
ENSG00000188155,KRTAP10-6,0.05,0.05,0.21,0.03,0.07,1.12
ENSG00000188157,AGRN,0.04,0.22,2.46,0.04,0.27,2.73
ENSG00000188158,NHS,0.33,0.22,-0.58,0.22,0.27,0.33
ENSG00000188162,OTOG,0.00,0.00,Inf,0.00,0.00,Inf
ENSG00000188163,FAM166A,0.63,0.18,-1.81,0.62,0.08,-3.05
ENSG00000188167,TMPPE,1.87,1.29,-0.53,1.63,1.33,-0.29
ENSG00000188171,ZNF626,1.54,2.74,0.83,1.71,2.91,0.76
ENSG00000188175,HEPACAM2,0.00,0.02,Inf,0.00,0.03,Inf
ENSG00000188176,SMTNL2,0.12,0.42,1.81,0.09,0.52,2.59
ENSG00000188177,ZC3H6,0.77,0.10,-2.88,0.61,0.05,-3.55
ENSG00000188186,LAMTOR4,3.62,61.32,4.08,4.86,74.82,3.94
ENSG00000188191,PRKAR1B,1.66,1.92,0.21,1.24,2.31,0.90
ENSG00000188199,NUTM2B,0.00,0.00,NA,0.00,0.00,NA
ENSG00000188211,NCR3LG1,0.01,0.19,5.25,0.01,0.24,5.14
ENSG00000188215,DCUN1D3,5.87,2.62,-1.16,5.06,2.41,-1.07
ENSG00000188219,POTEE,0.07,0.28,2.13,0.27,0.18,-0.58
ENSG00000188223,AC002398.9,0.00,0.05,Inf,0.03,0.05,0.75
ENSG00000188227,ZNF793,0.32,1.00,1.64,0.42,1.09,1.36
ENSG00000188229,TUBB4B,73.27,513.17,2.81,271.04,474.81,0.81
ENSG00000188234,AGAP4,0.05,0.22,2.11,0.21,0.14,-0.66
ENSG00000188243,COMMD6,37.48,27.20,-0.46,39.74,22.94,-0.79
ENSG00000188257,PLA2G2A,0.19,0.54,1.50,0.56,0.35,-0.69
ENSG00000188263,IL17REL,0.01,0.00,-2.32,0.01,0.00,-1.42
ENSG00000188266,HYKK,0.29,1.15,1.99,0.64,1.10,0.78
ENSG00000188269,OR7A5,0.00,0.05,Inf,0.08,0.01,-3.42
ENSG00000188277,C15orf62,0.27,0.02,-3.73,0.18,0.03,-2.82
ENSG00000188282,RUFY4,0.01,0.00,-1.32,0.01,0.01,-0.42
ENSG00000188283,ZNF383,1.02,0.65,-0.63,0.68,0.82,0.26
ENSG00000188290,HES4,0.00,0.94,Inf,0.00,1.18,Inf
ENSG00000188293,IGFL1,0.00,0.00,NA,0.00,0.00,NA
ENSG00000188295,ZNF669,1.35,21.85,4.02,30.74,4.93,-2.64
ENSG00000188305,C19orf35,0.03,0.01,-1.64,0.02,0.01,-0.74
ENSG00000188306,LRRIQ4,0.00,0.10,Inf,0.15,0.01,-4.94
ENSG00000188312,CENPP,9.73,1.35,-2.85,7.01,1.29,-2.44
ENSG00000188313,PLSCR1,0.00,8.61,Inf,0.00,10.76,Inf
ENSG00000188315,C3orf62,0.48,0.97,1.01,1.16,0.58,-0.99
ENSG00000188316,ENO4,0.04,0.03,-0.62,0.05,0.02,-1.42
ENSG00000188321,ZNF559,4.36,2.35,-0.89,3.63,2.39,-0.60
ENSG00000188322,SBK1,1.91,0.18,-3.41,1.29,0.21,-2.60
ENSG00000188324,OR6C6,0.00,0.00,NA,0.00,0.00,NA
ENSG00000188334,BSPH1,0.00,0.00,NA,0.00,0.00,NA
ENSG00000188338,SLC38A3,0.01,0.69,6.10,0.08,0.80,3.26
ENSG00000188340,OR6N2,0.00,0.00,NA,0.00,0.00,NA
ENSG00000188342,GTF2F2,51.61,52.22,0.02,78.40,32.28,-1.28
ENSG00000188343,FAM92A,0.27,0.96,1.85,0.22,1.17,2.40
ENSG00000188352,FOCAD,0.93,1.65,0.83,1.11,1.70,0.62
ENSG00000188368,PRR19,1.17,8.69,2.89,2.12,9.86,2.22
ENSG00000188372,ZP3,126.81,22.77,-2.48,109.03,10.10,-3.43
ENSG00000188373,C10orf99,0.15,0.05,-1.48,0.10,0.07,-0.57
ENSG00000188375,H3F3C,4.86,3.77,-0.36,7.40,1.60,-2.21
ENSG00000188379,IFNA2,0.00,0.00,NA,0.00,0.00,NA
ENSG00000188385,JAKMIP3,1.04,0.02,-5.44,0.71,0.02,-5.14
ENSG00000188386,PPP3R2,0.00,0.00,NA,0.00,0.00,NA
ENSG00000188389,PDCD1,0.00,0.02,Inf,0.00,0.03,Inf
ENSG00000188393,CLEC2A,0.00,0.19,Inf,0.00,0.24,Inf
ENSG00000188394,GPR21,0.00,0.00,NA,0.00,0.00,NA
ENSG00000188396,TCTEX1D4,0.11,0.01,-3.78,0.07,0.01,-2.87
ENSG00000188404,SELL,0.01,0.01,0.26,0.00,0.01,1.17
ENSG00000188408,MAGEB5,0.14,0.02,-2.67,0.13,0.00,-Inf
ENSG00000188419,CHM,0.16,1.59,3.31,0.26,1.87,2.87
ENSG00000188425,NANOS2,0.02,0.02,0.14,0.01,0.03,1.04
ENSG00000188428,BLOC1S5,1.47,3.10,1.08,1.12,3.77,1.75
ENSG00000188452,CERKL,4.00,0.45,-3.16,3.04,0.28,-3.43
ENSG00000188467,SLC24A5,0.47,0.01,-6.29,0.32,0.00,-7.00
ENSG00000188483,IER5L,0.40,0.20,-1.00,0.53,0.05,-3.48
ENSG00000188486,H2AFX,18.98,42.59,1.17,33.01,37.97,0.20
ENSG00000188487,INSC,4.60,0.20,-4.49,3.37,0.03,-6.81
ENSG00000188488,SERPINA5,0.01,0.11,4.51,0.02,0.13,2.45
ENSG00000188493,C19orf54,4.67,8.84,0.92,5.20,9.48,0.87
ENSG00000188501,LCTL,0.12,0.30,1.37,0.12,0.34,1.50
ENSG00000188505,NCCRP1,0.00,2.06,Inf,0.47,2.23,2.24
ENSG00000188508,KRTDAP,0.10,0.05,-1.00,0.11,0.03,-1.71
ENSG00000188517,COL25A1,0.08,0.06,-0.46,0.13,0.02,-2.86
ENSG00000188522,FAM83G,0.01,1.41,7.14,0.01,1.76,8.04
ENSG00000188523,CFAP77,3.23,0.18,-4.13,2.18,0.21,-3.40
ENSG00000188529,SRSF10,5.14,29.20,2.51,16.06,27.02,0.75
ENSG00000188536,HBA2,0.00,1.76,Inf,0.03,2.18,6.03
ENSG00000188542,DUSP28,0.38,0.39,0.04,0.30,0.46,0.60
ENSG00000188549,C15orf52,0.00,0.00,Inf,0.00,0.00,Inf
ENSG00000188554,NBR1,3.86,4.72,0.29,2.91,5.64,0.95
ENSG00000188558,OR2G6,0.02,0.07,1.72,0.12,0.00,-5.58
ENSG00000188559,RALGAPA2,0.48,1.68,1.82,0.42,2.02,2.27
ENSG00000188566,NDOR1,0.11,1.08,3.30,0.12,1.32,3.45
ENSG00000188573,FBLL1,0.12,0.51,2.10,0.08,0.64,3.01
ENSG00000188580,NKAIN2,0.73,0.02,-5.33,0.49,0.02,-4.81
ENSG00000188581,KRTAP1-1,0.00,0.00,NA,0.00,0.00,NA
ENSG00000188582,PAQR9,0.06,0.00,-4.78,0.04,0.00,-3.87
ENSG00000188585,LINC00083,0.01,0.03,2.77,0.00,0.04,3.67
ENSG00000188596,CFAP54,0.78,0.05,-4.01,0.57,0.02,-4.65
ENSG00000188603,CLN3,0.04,0.28,2.99,0.05,0.33,2.71
ENSG00000188610,FAM72B,2.05,1.40,-0.55,2.17,1.15,-0.92
ENSG00000188611,ASAH2,1.48,0.12,-3.65,1.05,0.10,-3.39
ENSG00000188612,SUMO2,68.40,53.04,-0.37,84.22,37.34,-1.17
ENSG00000188613,NANOS1,74.99,2.25,-5.06,52.51,0.93,-5.82
ENSG00000188620,HMX3,0.00,0.00,NA,0.00,0.00,NA
ENSG00000188624,IGFL3,0.00,0.06,Inf,0.05,0.04,-0.42
ENSG00000188626,GOLGA8M,0.02,0.07,2.14,0.11,0.01,-4.50
ENSG00000188629,ZNF177,0.00,0.01,Inf,0.00,0.02,Inf
ENSG00000188636,LDOC1L,1.52,0.17,-3.16,1.03,0.20,-2.36
ENSG00000188641,DPYD,0.01,0.01,-0.32,0.01,0.01,-0.42
ENSG00000188643,S100A16,0.00,216.14,Inf,1.30,269.20,7.70
ENSG00000188647,PTAR1,0.10,4.66,5.62,2.71,3.84,0.51
ENSG00000188649,CC2D2B,0.06,0.13,1.22,0.08,0.13,0.76
ENSG00000188655,RNASE9,0.00,0.00,NA,0.00,0.00,NA
ENSG00000188659,SAXO2,0.07,0.22,1.75,0.12,0.21,0.78
ENSG00000188672,RHCE,0.03,0.02,-0.91,0.04,0.01,-2.29
ENSG00000188674,C2orf80,0.03,1.20,5.58,0.35,1.25,1.85
ENSG00000188676,IDO2,0.01,0.02,1.85,0.02,0.01,-1.00
ENSG00000188677,PARVB,0.37,0.12,-1.60,0.29,0.12,-1.23
ENSG00000188687,SLC4A5,1.18,0.05,-4.45,0.83,0.04,-4.46
ENSG00000188690,UROS,0.64,1.87,1.55,0.47,2.31,2.30
ENSG00000188691,OR56A5,0.20,0.00,-5.61,0.13,0.01,-4.70
ENSG00000188694,KRTAP24-1,0.00,0.00,NA,0.00,0.00,NA
ENSG00000188706,ZDHHC9,1.27,11.82,3.22,1.72,14.12,3.03
ENSG00000188707,ZBED6CL,0.01,2.30,7.85,0.05,2.84,5.83
ENSG00000188710,QRFP,0.33,0.05,-2.78,0.22,0.06,-1.87
ENSG00000188716,DUPD1,0.00,0.28,Inf,0.39,0.07,-2.57
ENSG00000188725,SMIM15,16.18,25.89,0.68,16.01,28.45,0.83
ENSG00000188729,OSTN,0.00,0.00,NA,0.00,0.00,NA
ENSG00000188730,VWC2,0.00,0.08,Inf,0.01,0.09,3.79
ENSG00000188732,FAM221A,0.75,0.77,0.04,0.58,0.91,0.65
ENSG00000188735,TMEM120B,3.47,1.83,-0.92,2.60,2.07,-0.33
ENSG00000188738,FSIP2,0.61,0.01,-5.45,0.41,0.02,-4.77
ENSG00000188739,RBM34,1.04,1.32,0.35,1.32,1.18,-0.17
ENSG00000188747,NOXA1,0.06,0.00,-4.91,0.04,0.00,-4.00
ENSG00000188760,TMEM198,0.55,0.18,-1.61,0.49,0.13,-1.94
ENSG00000188761,BCL2L15,0.00,0.71,Inf,0.20,0.74,1.89
ENSG00000188763,FZD9,0.00,0.23,Inf,0.10,0.21,1.01
ENSG00000188766,SPRED3,0.32,0.10,-1.68,0.25,0.10,-1.38
ENSG00000188770,OPTC,0.02,0.04,1.26,0.01,0.05,2.17
ENSG00000188771,PLET1,0.00,0.00,NA,0.00,0.00,NA
ENSG00000188778,ADRB3,0.00,0.00,Inf,0.00,0.01,Inf
ENSG00000188779,SKOR1,19.98,0.74,-4.75,14.28,0.21,-6.10
ENSG00000188782,CATSPER4,0.04,0.03,-0.32,0.02,0.04,0.58
ENSG00000188783,PRELP,0.02,0.19,3.25,0.01,0.24,4.15
ENSG00000188784,PLA2G2E,0.00,0.03,Inf,0.00,0.04,Inf
ENSG00000188785,ZNF548,8.31,1.53,-2.44,6.59,1.12,-2.56
ENSG00000188786,MTF1,14.09,7.79,-0.85,17.36,3.76,-2.21
ENSG00000188800,TMCO2,0.04,0.00,-4.32,0.03,0.00,-3.42
ENSG00000188803,SHISA6,0.01,0.02,2.14,0.02,0.02,0.07
ENSG00000188807,TMEM201,8.27,5.53,-0.58,6.24,6.37,0.03
ENSG00000188811,NHLRC3,10.11,1.80,-2.49,7.33,1.80,-2.03
ENSG00000188816,HMX2,0.00,0.01,Inf,0.00,0.02,Inf
ENSG00000188817,SNTN,0.00,0.00,Inf,0.00,0.00,Inf
ENSG00000188818,ZDHHC11,0.01,0.85,6.41,0.03,1.05,5.30
ENSG00000188820,FAM26F,0.06,0.39,2.81,0.04,0.48,3.72
ENSG00000188822,CNR2,0.00,4.11,Inf,0.00,5.14,Inf
ENSG00000188827,SLX4,1.15,0.74,-0.63,1.02,0.73,-0.49
ENSG00000188828,GLRA4,0.00,0.03,Inf,0.01,0.03,1.46
ENSG00000188833,ENTPD8,0.01,0.18,5.19,0.00,0.23,6.09
ENSG00000188846,RPL14,14.32,49.07,1.78,26.33,48.75,0.89
ENSG00000188848,BEND4,0.01,0.90,6.49,0.02,1.11,5.79
ENSG00000188859,FAM78B,0.04,0.26,2.90,0.03,0.33,3.61
ENSG00000188868,ZNF563,0.32,0.18,-0.85,0.24,0.20,-0.28
ENSG00000188869,TMC3,4.23,0.11,-5.24,2.86,0.11,-4.70
ENSG00000188878,FBF1,0.10,0.41,2.10,0.10,0.48,2.27
ENSG00000188883,KLRG2,0.00,24.24,Inf,0.36,30.04,6.38
ENSG00000188886,ASTL,27.36,3.11,-3.14,21.95,1.10,-4.32
ENSG00000188895,MSL1,12.11,4.86,-1.32,10.81,4.02,-1.43
ENSG00000188897,CTD-3088G3.8,0.22,0.02,-3.43,0.16,0.01,-3.68
ENSG00000188906,LRRK2,0.00,0.07,Inf,0.00,0.09,Inf
ENSG00000188909,BSX,0.00,0.00,Inf,0.00,0.01,Inf
ENSG00000188910,GJB3,0.00,0.06,Inf,0.02,0.07,2.02
ENSG00000188916,FAM196A,0.12,0.29,1.27,0.12,0.33,1.47
ENSG00000188917,TRMT2B,3.37,1.89,-0.83,2.29,2.33,0.02
ENSG00000188921,HACD4,0.30,0.20,-0.55,0.24,0.22,-0.13
ENSG00000188937,NYX,0.28,0.02,-3.81,0.19,0.03,-2.90
ENSG00000188938,FAM120AOS,8.94,8.45,-0.08,8.65,8.54,-0.02
ENSG00000188958,UTS2B,5.69,0.16,-5.12,4.03,0.03,-7.19
ENSG00000188959,C9orf152,0.01,0.13,4.74,0.00,0.17,5.65
ENSG00000188976,NOC2L,0.91,24.29,4.75,4.93,27.12,2.46
ENSG00000188981,MSANTD1,0.03,0.03,0.26,0.04,0.02,-0.70
ENSG00000188984,AADACL3,0.00,0.10,Inf,0.00,0.13,Inf
ENSG00000188986,NELFB,2.39,15.13,2.66,2.78,18.03,2.70
ENSG00000188991,SLC15A5,0.00,0.01,Inf,0.00,0.01,Inf
ENSG00000188992,LIPI,0.01,0.04,3.00,0.00,0.05,3.91
ENSG00000188993,LRRC66,0.00,0.04,Inf,0.02,0.04,1.00
ENSG00000188994,ZNF292,3.20,3.80,0.25,2.69,4.33,0.69
ENSG00000188996,HUS1B,0.11,1.94,4.14,0.93,1.78,0.93
ENSG00000188997,KCTD21,9.02,0.55,-4.03,6.08,0.65,-3.24
ENSG00000189001,SBSN,0.04,0.08,0.96,0.03,0.10,1.87
ENSG00000189007,ADAT2,0.00,1.46,Inf,0.23,1.66,2.83
ENSG00000189013,KIR2DL4,0.00,0.02,Inf,0.00,0.03,Inf
ENSG00000189023,MAGEB16,0.58,0.11,-2.36,0.52,0.04,-3.69
ENSG00000189030,VHLL,0.05,0.00,-3.64,0.03,0.01,-2.74
ENSG00000189037,DUSP21,0.00,0.09,Inf,0.14,0.00,-Inf
ENSG00000189042,ZNF567,1.19,4.19,1.82,1.02,5.07,2.31
ENSG00000189043,NDUFA4,7.00,108.34,3.95,10.68,130.92,3.62
ENSG00000189045,ANKDD1B,0.07,1.53,4.56,0.36,1.67,2.20
ENSG00000189046,ALKBH2,29.58,14.48,-1.03,23.56,15.22,-0.63
ENSG00000189050,RNFT1,5.18,2.35,-1.14,3.97,2.55,-0.64
ENSG00000189051,RNF222,0.03,0.05,1.11,0.02,0.07,2.02
ENSG00000189052,CGB5,0.00,3.89,Inf,0.01,4.85,9.51
ENSG00000189056,RELN,0.80,0.05,-3.89,0.61,0.01,-5.93
ENSG00000189057,FAM111B,26.50,0.64,-5.38,17.80,0.70,-4.68
ENSG00000189058,APOD,0.23,1.37,2.61,0.44,1.50,1.78
ENSG00000189060,H1F0,19.91,62.22,1.64,13.99,77.23,2.46
ENSG00000189064,GAGE2A,0.17,6.70,5.34,1.55,7.30,2.24
ENSG00000189067,LITAF,0.58,1.27,1.15,0.83,1.26,0.61
ENSG00000189068,VSTM1,0.03,0.00,-2.64,0.02,0.00,-3.00
ENSG00000189077,TMEM120A,0.41,12.08,4.90,0.29,15.09,5.70
ENSG00000189079,ARID2,15.25,3.59,-2.09,11.03,3.84,-1.52
ENSG00000189090,FAM25G,0.11,0.00,-Inf,0.07,0.00,-Inf
ENSG00000189091,SF3B3,3.18,16.76,2.40,3.56,19.87,2.48
ENSG00000189099,PRSS48,0.00,0.10,Inf,0.00,0.13,Inf
ENSG00000189108,IL1RAPL2,3.24,0.20,-4.00,2.44,0.04,-5.84
ENSG00000189114,BLOC1S3,17.51,9.18,-0.93,15.50,8.60,-0.85
ENSG00000189120,SP6,0.43,6.93,4.01,0.82,8.26,3.33
ENSG00000189127,ANKRD34B,0.01,0.01,1.00,0.01,0.01,0.58
ENSG00000189129,PLAC9,0.00,0.28,Inf,0.03,0.32,3.26
ENSG00000189132,FAM47B,0.00,0.00,NA,0.00,0.00,NA
ENSG00000189134,NKAPL,0.66,0.31,-1.09,0.61,0.26,-1.26
ENSG00000189139,FSCB,0.00,0.00,NA,0.00,0.00,NA
ENSG00000189143,CLDN4,0.23,36.69,7.35,0.18,45.84,7.99
ENSG00000189144,ZNF573,3.24,1.84,-0.81,2.50,2.05,-0.29
ENSG00000189152,GRAPL,0.00,0.00,NA,0.00,0.00,NA
ENSG00000189157,FAM47E,0.04,0.02,-1.13,0.02,0.02,-0.22
ENSG00000189159,HN1,7.32,271.79,5.21,43.17,311.03,2.85
ENSG00000189164,ZNF527,0.42,0.49,0.24,0.33,0.57,0.79
ENSG00000189167,ZAR1L,312.77,4.20,-6.22,214.58,0.70,-8.25
ENSG00000189169,KRTAP10-12,0.00,0.00,NA,0.00,0.00,NA
ENSG00000189171,S100A13,0.30,72.10,7.91,0.48,89.91,7.54
ENSG00000189180,ZNF33A,1.39,1.64,0.24,1.03,1.97,0.93
ENSG00000189181,OR14I1,0.10,0.00,-Inf,0.07,0.00,-Inf
ENSG00000189182,KRT77,0.00,0.00,Inf,0.00,0.00,Inf
ENSG00000189184,PCDH18,0.03,0.13,2.12,0.03,0.16,2.56
ENSG00000189186,DCAF8L2,0.00,0.10,Inf,0.14,0.02,-2.60
ENSG00000189190,ZNF600,4.11,13.43,1.71,3.23,16.42,2.35
ENSG00000189195,BTBD8,0.43,0.17,-1.32,0.31,0.19,-0.69
ENSG00000189221,MAOA,0.12,0.40,1.74,0.19,0.42,1.10
ENSG00000189227,C15orf61,3.75,4.19,0.16,2.87,4.96,0.79
ENSG00000189233,NUGGC,0.00,0.12,Inf,0.00,0.15,Inf
ENSG00000189241,TSPYL1,29.14,19.05,-0.61,22.54,21.47,-0.07
ENSG00000189252,SPANXN3,1.57,0.10,-3.94,1.21,0.00,-Inf
ENSG00000189253,TRIM64B,1.26,0.01,-7.30,0.85,0.00,-8.41
ENSG00000189266,PNRC2,17.73,47.68,1.43,48.35,32.20,-0.59
ENSG00000189269,DRICH1,0.00,0.32,Inf,0.00,0.40,Inf
ENSG00000189280,GJB5,0.00,0.65,Inf,0.00,0.81,Inf
ENSG00000189283,FHIT,3.35,0.34,-3.29,2.49,0.24,-3.40
ENSG00000189292,FAM150B,0.00,0.04,Inf,0.01,0.05,1.75
ENSG00000189298,ZKSCAN3,0.13,0.92,2.83,0.11,1.13,3.32
ENSG00000189299,FOXR2,0.00,0.28,Inf,0.09,0.29,1.68
ENSG00000189306,RRP7A,1.72,38.58,4.49,12.04,40.05,1.73
ENSG00000189308,LIN54,1.73,3.21,0.89,2.98,2.65,-0.17
ENSG00000189319,FAM53B,2.17,2.70,0.32,3.10,2.13,-0.54
ENSG00000189320,FAM180A,1.15,0.14,-3.08,0.91,0.07,-3.80
ENSG00000189325,C6orf222,0.01,0.01,0.00,0.01,0.01,0.91
ENSG00000189326,SPANXN4,0.00,0.00,NA,0.00,0.00,NA
ENSG00000189334,S100A14,0.27,263.51,9.93,0.18,329.39,10.81
ENSG00000189337,KAZN,0.27,1.20,2.15,0.18,1.50,3.06
ENSG00000189339,SLC35E2B,0.24,0.57,1.29,0.38,0.55,0.55
ENSG00000189350,FAM179A,1.19,0.04,-5.04,0.82,0.02,-5.19
ENSG00000189357,SPATA31D4,0.00,0.00,NA,0.00,0.00,NA
ENSG00000189362,NEMP2,1.99,0.24,-3.04,1.39,0.25,-2.48
ENSG00000189366,ALG1L,0.11,4.26,5.28,0.52,4.99,3.26
ENSG00000189367,KIAA0408,0.00,0.00,NA,0.00,0.00,NA
ENSG00000189369,GSPT2,0.02,0.86,5.85,0.28,0.88,1.65
ENSG00000189375,TBC1D28,0.00,0.00,Inf,0.00,0.01,Inf
ENSG00000189376,C8orf76,3.16,8.12,1.36,2.91,9.55,1.71
ENSG00000189377,CXCL17,0.08,0.30,1.90,0.07,0.36,2.36
ENSG00000189401,OTUD6A,0.00,1.86,Inf,0.89,1.66,0.90
ENSG00000189403,HMGB1,30.98,21.20,-0.55,27.71,21.21,-0.39
ENSG00000189409,MMP23B,0.02,0.02,0.26,0.03,0.01,-2.00
ENSG00000189410,SH2D5,0.11,1.63,3.96,0.08,2.03,4.61
ENSG00000189420,ZFP92,0.00,0.00,NA,0.00,0.00,NA
ENSG00000189430,NCR1,0.50,1.70,1.78,0.44,2.04,2.20
ENSG00000189431,RASSF10,0.00,0.00,NA,0.00,0.00,NA
ENSG00000189433,GJB4,0.00,0.17,Inf,0.00,0.22,Inf
ENSG00000196071,OR2L13,0.00,0.00,Inf,0.00,0.00,Inf
ENSG00000196072,BLOC1S2,4.35,26.82,2.63,4.48,32.34,2.85
ENSG00000196074,SYCP2,38.61,1.43,-4.76,27.65,0.35,-6.29
ENSG00000196081,ZNF724,0.83,3.20,1.95,2.75,2.36,-0.22
ENSG00000196083,IL1RAP,1.12,0.45,-1.32,0.78,0.54,-0.54
ENSG00000196090,PTPRT,0.30,0.02,-3.75,0.22,0.01,-4.90
ENSG00000196091,MYBPC1,0.05,0.02,-0.91,0.06,0.01,-3.00
ENSG00000196092,PAX5,0.02,0.12,3.05,0.01,0.16,3.95
ENSG00000196098,OR5K4,0.00,0.00,NA,0.00,0.00,NA
ENSG00000196099,OR6M1,0.01,0.00,-Inf,0.00,0.00,-Inf
ENSG00000196104,SPOCK3,0.63,0.13,-2.24,0.50,0.10,-2.29
ENSG00000196109,ZNF676,0.65,5.82,3.16,3.09,5.29,0.77
ENSG00000196110,ZNF699,0.39,0.23,-0.73,0.35,0.22,-0.70
ENSG00000196116,TDRD7,13.21,1.66,-2.99,8.93,1.99,-2.17
ENSG00000196118,CCDC189,0.42,0.24,-0.78,0.34,0.26,-0.39
ENSG00000196119,OR8A1,0.01,0.45,6.49,0.00,0.56,7.40
ENSG00000196123,KIAA0895L,0.75,0.60,-0.31,0.56,0.71,0.33
ENSG00000196126,HLA-DRB1,0.08,2.50,5.06,0.88,2.50,1.51
ENSG00000196131,VN1R2,0.07,0.03,-1.12,0.04,0.04,-0.21
ENSG00000196132,MYT1,0.40,0.20,-1.00,0.41,0.14,-1.54
ENSG00000196136,SERPINA3,0.03,0.00,-Inf,0.02,0.00,-Inf
ENSG00000196139,AKR1C3,53.90,10.45,-2.37,52.60,0.56,-6.55
ENSG00000196141,SPATS2L,0.16,1.85,3.53,0.17,2.26,3.70
ENSG00000196150,ZNF250,0.88,1.13,0.36,0.95,1.14,0.27
ENSG00000196151,WDSUB1,8.64,8.64,0.00,6.06,10.58,0.80
ENSG00000196152,ZNF79,4.34,7.04,0.70,7.59,5.28,-0.52
ENSG00000196154,S100A4,1.03,1.05,0.03,0.91,1.15,0.35
ENSG00000196155,PLEKHG4,0.01,0.23,5.54,0.00,0.29,6.44
ENSG00000196156,KRTAP4-3,0.00,0.00,NA,0.00,0.00,NA
ENSG00000196159,FAT4,0.00,0.01,Inf,0.00,0.01,Inf
ENSG00000196166,C8orf86,0.00,0.00,NA,0.00,0.00,NA
ENSG00000196169,KIF19,0.09,0.10,0.21,0.20,0.03,-3.00
ENSG00000196171,OR6K2,0.00,0.00,NA,0.00,0.00,NA
ENSG00000196172,ZNF681,0.12,2.35,4.35,0.56,2.57,2.19
ENSG00000196177,ACADSB,2.03,2.91,0.52,2.73,2.61,-0.07
ENSG00000196182,STK40,5.89,2.50,-1.23,5.69,1.81,-1.66
ENSG00000196184,OR10J1,0.00,0.00,Inf,0.00,0.00,Inf
ENSG00000196187,TMEM63A,1.39,2.26,0.71,0.97,2.79,1.53
ENSG00000196188,CTSE,0.03,21.46,9.75,0.02,26.82,10.65
ENSG00000196189,SEMA4A,0.07,0.46,2.83,0.10,0.53,2.37
ENSG00000196196,HRCT1,0.00,0.01,Inf,0.00,0.02,Inf
ENSG00000196199,MPHOSPH8,60.46,15.44,-1.97,48.49,13.16,-1.88
ENSG00000196208,GREB1,2.02,0.13,-3.95,1.41,0.11,-3.65
ENSG00000196209,SIRPB2,0.00,0.00,Inf,0.00,0.00,Inf
ENSG00000196214,ZNF766,3.01,9.70,1.69,8.65,7.15,-0.27
ENSG00000196218,RYR1,0.35,0.54,0.64,0.37,0.57,0.60
ENSG00000196220,SRGAP3,0.74,0.05,-4.01,0.51,0.04,-3.59
ENSG00000196224,KRTAP5-3,0.00,0.00,NA,0.00,0.00,NA
ENSG00000196227,FAM217B,0.44,1.88,2.11,0.50,2.19,2.12
ENSG00000196228,SULT1C3,0.00,0.15,Inf,0.25,0.00,-Inf
ENSG00000196230,TUBB,0.24,161.09,9.42,6.57,196.55,4.90
ENSG00000196233,LCOR,9.98,3.61,-1.47,9.10,2.67,-1.77
ENSG00000196235,SUPT5H,1.73,15.86,3.20,3.81,17.83,2.22
ENSG00000196236,XPNPEP3,0.81,3.51,2.12,0.94,4.08,2.11
ENSG00000196240,OR2T2,0.01,0.01,-0.74,0.01,0.01,0.17
ENSG00000196242,OR2C3,0.00,0.01,Inf,0.00,0.01,Inf
